id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
8364,60,19,59,23,13,24,60,5,2,13,22,63,41,13,22,24,40,13,5,22,40,20,63,59,23,35,57,5,2,59,41,59,38,22,41,59,13,38,22,3,3,22,24,13,61,59,15,13,58,40,1,13,67,32,3,3,13,1,60,41,59,19,5,13,64,22,63,13,2,22,24,13,64,22,63,13,23,2,58,3,3
8365,13,20,22,13,37,64,13,2,60,61,53,57,30,59,13,1,22,15,13,23,60,41,35,13,5,59,3,3,13,63,23,13,24,2,58,5,13,2,58,5,2,13,37,41,22,63,20,2,5,13,64,22,63,13,5,22,32,5,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8366,81,61,58,40,64,13,22,38,13,63,23,53,13,11,2,58,5,13,24,59,13,1,60,1,15,13,24,59,13,1,60,1,13,38,22,41,13,5,2,59,13,37,59,23,5,35,13,58,40,1,13,5,2,22,63,20,2,13,24,59,57,24,60,3,3,60,40,20,3,64,13,19,22,40,23,59,40,5,59,1,13
8367,5,22,13,2,60,23,13,37,58,40,60,23,2,61,59,40,5,15,13,64,59,5,13,60,5,13,24,58,23,13,58,20,58,60,40,23,5,13,22,63,41,57,24,60,3,3,53,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8368,81,67,3,13,59,23,5,13,5,41,22,4,13,1,60,38,38,60,19,60,3,59,15,13,61,58,1,58,61,59,15,13,19,22,61,61,59,13,39,59,13,4,59,40,23,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8369,81,7,59,13,40,58,60,3,23,15,13,61,58,1,58,61,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8370,81,7,32,59,3,37,22,24,15,13,61,58,1,58,61,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8371,81,7,59,13,19,2,60,40,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8372,81,9,58,13,61,58,60,40,36,13,66,3,3,59,13,59,23,5,13,58,4,4,59,3,59,59,13,1,59,13,2,58,40,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8373,81,1,59,13,10,41,60,40,19,59,23,23,53,57,7,58,5,13,60,5,13,60,23,13,40,22,5,13,37,59,13,1,59,13,38,58,23,2,60,22,40,13,4,22,63,41,13,3,59,13,3,58,1,60,59,23,13,22,38,13,45,41,58,40,19,59,76,13,67,82,0,0,0,0,0,0,0,0,0,0,0
8374,81,7,32,59,3,37,22,24,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8375,81,28,63,60,15,13,1,58,5,13,1,59,13,5,22,40,20,63,59,23,13,22,38,13,1,59,13,61,58,40,23,13,60,23,13,37,59,13,38,63,3,3,13,22,38,13,1,59,19,59,60,5,23,76,13,1,58,5,13,60,23,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8376,81,19,58,40,40,22,5,13,5,59,3,3,13,42,58,5,13,60,23,13,37,58,60,23,59,41,13,59,40,13,65,40,20,3,60,23,2,53,57,71,22,63,41,13,68,58,39,59,23,5,59,59,13,59,40,5,59,40,1,41,59,13,37,59,5,5,41,59,13,62,63,59,13,61,22,60,53,82,0,0,0
8377,81,58,63,23,23,60,13,1,41,22,60,5,13,62,63,59,13,3,59,23,13,40,58,5,60,38,23,13,1,32,65,40,20,3,59,5,59,41,41,59,53,57,47,32,58,42,59,43,76,42,22,63,23,13,4,58,23,13,1,59,39,58,13,22,63,37,3,60,59,13,19,59,13,62,63,59,13,39,59,13,42
8378,22,63,23,13,58,60,13,59,40,23,59,60,20,40,59,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8379,81,25,32,59,23,5,13,37,60,59,40,13,1,60,5,15,13,61,58,1,58,61,59,35,13,60,3,13,59,23,5,13,38,22,41,5,13,37,22,40,13,65,40,20,3,58,60,23,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8380,81,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8381,81,9,59,23,13,1,22,60,20,5,23,36,13,68,58,13,38,22,60,15,13,39,32,22,63,37,3,60,59,13,3,59,23,13,1,22,60,20,5,23,35,13,61,58,60,23,13,39,59,13,61,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8382,81,70,40,13,4,59,63,15,13,61,58,1,58,61,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8383,81,9,59,13,38,22,22,5,15,13,61,58,1,58,61,59,35,13,59,5,13,3,59,13,19,22,63,40,5,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8384,81,7,59,13,58,41,61,15,13,61,58,1,58,61,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,81,29,58,63,38,13,42,22,5,41,59,13,2,22,40,40,59,63,41,15,13,1,32,59,3,37,22,24,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8386,81,66,6,19,59,3,3,59,40,5,15,13,61,58,1,58,61,59,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,81,23,22,63,42,60,59,40,1,41,58,60,53,13,9,59,23,13,1,22,60,20,5,23,36,13,46,59,13,4,59,40,23,59,13,62,63,32,60,3,23,13,23,22,40,5,13,58,4,4,59,3,59,23,13,1,59,13,38,60,40,20,41,59,23,35,57,22,63,60,15,13,1,59,13,38,60,40,20,41,59
8388,23,53,57,9,59,23,13,22,40,20,3,59,23,36,13,47,22,63,23,13,3,59,23,13,58,4,4,59,3,22,40,23,13,1,59,13,40,58,60,3,23,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8389,81,28,63,60,53,13,29,58,63,38,13,42,22,5,41,59,13,2,22,40,40,59,63,41,15,13,59,40,13,42,59,41,60,5,59,15,13,42,22,63,23,13,4,41,22,40,22,40,19,59,43,13,3,59,23,13,61,22,5,23,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8390,81,13,13,13,13,13,13,66,40,5,59,41,13,65,9,28,47,29,28,15,13,29,66,44,65,29,11,67,65,47,15,13,65,47,11,28,47,67,28,15,13,45,66,48,7,67,47,65,47,7,57,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,26,28,47,50,65,9,28,15,13,58,40,1,13
8391,28,11,8,66,48,29,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8392,81,8,58,1,13,67,13,58,23,13,61,58,40,64,13,23,22,40,23,13,58,23,13,67,13,2,58,42,59,13,2,58,60,41,23,15,57,67,13,24,22,63,3,1,13,40,22,5,13,24,60,23,2,13,5,2,59,61,13,5,22,13,58,13,38,58,60,41,59,41,13,1,59,58,5,2,53,57,65,40,1
8393,13,23,22,13,2,60,23,13,21,40,59,3,3,13,60,23,13,21,40,22,3,3,32,1,53,57,8,59,32,23,13,24,22,41,5,2,13,40,22,13,61,22,41,59,56,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8394,81,30,59,13,3,59,58,41,40,13,40,22,13,22,5,2,59,41,13,37,63,5,13,5,2,59,13,19,22,40,38,60,1,59,40,5,13,5,64,41,58,40,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8395,81,30,2,58,5,13,24,22,22,1,13,60,23,13,5,2,60,23,13,37,59,38,22,41,59,13,63,23,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8396,81,8,58,1,13,2,59,13,2,60,23,13,2,63,41,5,23,13,37,59,38,22,41,59,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8397,81,11,2,59,13,5,64,41,58,40,5,32,23,13,4,59,22,4,3,59,13,22,40,13,37,22,5,2,13,23,60,1,59,23,13,1,22,13,38,60,20,2,5,15,57,11,2,59,13,40,22,37,3,59,13,11,2,58,40,59,23,13,1,22,13,37,41,58,42,59,3,64,13,60,40,13,5,2,59,13,24
8398,58,41,15,57,11,2,59,13,1,58,64,13,58,3,61,22,23,5,13,60,5,23,59,3,38,13,4,41,22,38,59,23,23,59,23,13,64,22,63,41,23,15,57,65,40,1,13,3,60,5,5,3,59,13,60,23,13,5,22,13,1,22,53,57,66,40,5,59,41,15,13,23,60,41,15,13,5,2,59,13,19
8399,58,23,5,3,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,81,27,59,59,4,23,13,23,5,60,3,3,13,60,40,13,7,63,40,23,60,40,58,40,59,13,58,40,1,13,24,60,3,3,13,59,40,1,63,41,59,57,28,63,41,13,23,59,5,5,60,40,20,13,1,22,24,40,13,37,59,38,22,41,59,32,5,53,57,11,2,59,13,5,60,61,59,13,58,4,4
8401,41,22,58,19,2,59,23,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,81,11,2,58,5,13,24,60,3,3,13,24,60,5,2,13,1,63,59,13,1,59,19,60,23,60,22,40,13,61,58,21,59,13,63,23,13,21,40,22,24,57,30,2,58,5,13,24,59,13,23,2,58,3,3,13,23,58,64,13,24,59,13,2,58,42,59,13,58,40,1,13,24,2,58,5,13,24,59,13,22
8403,24,59,53,57,11,2,22,63,20,2,5,23,13,23,4,59,19,63,3,58,5,60,42,59,13,5,2,59,60,41,13,63,40,23,63,41,59,13,2,22,4,59,23,13,41,59,3,58,5,59,15,57,44,63,5,13,19,59,41,5,58,60,40,13,60,23,23,63,59,13,23,5,41,22,21,59,23,13,61,63,23
8404,5,13,58,41,37,60,5,41,58,5,59,53,57,11,22,24,58,41,1,23,13,24,2,60,19,2,13,58,1,42,58,40,19,59,13,5,2,59,13,24,58,41,53,57,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
8405,13,13,13,13,13,13,13,66,6,59,63,40,5,13,68,58,41,19,2,60,40,20,53,57,45,58,41,59,13,64,22,63,13,24,59,3,3,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,81,30,2,64,13,5,2,59,40,15,13,26,22,1,32,23,13,23,22,3,1,60,59,41,13,37,59,13,2,59,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,81,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,66,6,59,63,40,5,53,13,65,3,58,41,63,61,53,57,29,22,61,59,13,61,63,23,5,13,20,22,13,22,38,38,15,13,58
8408,40,1,13,64,59,5,15,13,37,64,13,5,2,59,23,59,13,67,13,23,59,59,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8409,81,11,2,59,64,13,23,58,64,13,2,59,13,4,58,41,5,59,1,13,24,59,3,3,13,58,40,1,13,4,58,60,1,13,2,60,23,13,23,19,22,41,59,15,57,65,40,1,13,23,22,13,26,22,1,13,37,59,13,24,60,5,2,13,2,60,61,73,13,8,59,41,59,13,19,22,61,59,23,13,40
8410,59,24,59,41,13,19,22,61,38,22,41,5,53,57,13,13,13,13,13,13,13,13,13,48,59,76,59,40,5,59,41,13,68,58,19,1,63,38,38,15,13,24,60,5,2,13,68,58,19,37,59,5,2,32,23,13,2,59,58,1,53,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,81,11,2,59,13,62,63,59,23,5,60,22,40,13,1,60,1,13,58,5,13,38,60,41,23,5,13,23,22,13,23,5,58,20,20,59,41,13,61,59,76,57,44,59,58,41,60,40,20,13,58,13,23,5,58,5,59,13,22,38,13,61,60,20,2,5,64,13,61,22,61,59,40,5,13,60,40,32,5,57,65
8412,40,1,13,19,22,40,23,59,62,63,59,40,19,59,13,22,38,13,1,41,59,58,1,76,5,2,58,5,13,67,13,19,22,61,61,60,5,5,59,1,57,11,2,59,13,1,58,41,60,40,20,32,23,5,13,19,22,63,40,23,59,3,13,24,2,60,19,2,13,67,13,2,58,1,13,5,22,13,1,22,63
8413,37,5,15,57,65,40,1,13,1,60,1,13,59,40,5,41,59,58,5,13,64,22,63,41,13,8,60,20,2,40,59,23,23,13,5,22,13,5,2,60,23,13,19,22,63,41,23,59,57,30,2,60,19,2,13,64,22,63,13,58,41,59,13,41,63,40,40,60,40,20,13,2,59,41,59,53,57,82,0,0,0
8414,81,49,59,41,64,13,24,59,3,3,15,13,61,64,13,3,60,59,20,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,81,61,58,40,13,5,2,58,5,13,24,59,41,59,13,5,22,13,23,3,59,59,4,13,64,22,63,41,13,23,3,59,59,4,15,13,58,40,1,13,58,13,2,58,40,20,61,58,40,13,5,22,13,2,59,3,4,13,2,60,61,13,5,22,57,37,59,1,15,13,67,13,5,2,60,40,21,13,2,59,13
8416,24,22,63,3,1,13,19,2,58,40,20,59,13,4,3,58,19,59,23,13,24,60,5,2,13,2,60,23,13,22,38,38,60,19,59,41,35,13,38,22,41,13,3,22,22,21,57,64,22,63,15,13,23,60,41,15,13,64,22,63,13,21,40,22,24,13,40,22,5,13,24,2,60,19,2,13,24,58,64,13,64
8417,22,63,13,23,2,58,3,3,13,20,22,53,57,71,22,63,41,13,1,59,58,5,2,13,2,58,23,13,59,64,59,23,13,60,40,32,23,13,2,59,58,1,15,13,5,2,59,40,35,13,67,13,2,58,42,59,13,40,22,5,13,23,59,59,40,13,2,60,61,13,23,22,82,0,0,0,0,0,0,0,0
