id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
19,81,45,22,41,13,2,59,58,41,13,2,59,41,13,37,63,5,13,59,6,58,61,4,3,59,1,13,37,64,13,2,59,41,23,59,3,38,56,57,30,2,59,40,13,58,3,3,13,2,59,41,13,19,2,60,42,58,3,41,64,13,2,58,5,2,13,37,59,59,40,13,60,40,13,45,41,58,40,19,59,15
20,57,65,40,1,13,23,2,59,13,58,13,61,22,63,41,40,60,40,20,13,24,60,1,22,24,13,22,38,13,2,59,41,13,40,22,37,3,59,23,15,57,29,2,59,13,2,58,5,2,13,2,59,41,23,59,3,38,13,40,22,5,13,22,40,3,64,13,24,59,3,3,13,1,59,38,59,40,1,59,1,57
21,44,63,5,13,5,58,21,59,40,13,58,40,1,13,60,61,4,22,63,40,1,59,1,13,58,23,13,58,13,23,5,41,58,64,57,11,2,59,13,27,60,40,20,13,22,38,13,29,19,22,5,23,35,13,24,2,22,61,13,23,2,59,13,1,60,1,13,23,59,40,1,13,5,22,13,45,41,58,40,19,59
22,15,57,11,22,13,38,60,3,3,13,27,60,40,20,13,66,1,24,58,41,1,32,23,13,38,58,61,59,13,24,60,5,2,13,4,41,60,23,22,40,59,41,13,21,60,40,20,23,15,57,65,40,1,13,61,58,21,59,13,2,59,41,13,19,2,41,22,40,60,19,3,59,13,58,23,13,41,60,19,2,13
23,24,60,5,2,13,4,41,58,60,23,59,57,65,23,13,60,23,13,5,2,59,13,22,22,43,59,13,58,40,1,13,37,22,5,5,22,61,13,22,38,13,5,2,59,13,23,59,58,57,30,60,5,2,13,23,63,40,21,59,40,13,24,41,59,19,21,13,58,40,1,13,23,63,61,3,59,23,23,13,5,41
24,59,58,23,63,41,60,59,23,53,57,11,2,59,41,59,38,22,41,59,13,1,22,5,2,13,2,59,58,42,59,40,13,1,60,42,60,1,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,81,26,22,1,13,58,40,1,13,2,60,23,13,58,40,20,59,3,23,13,20,63,58,41,1,13,64,22,63,41,13,23,58,19,41,59,1,13,5,2,41,22,40,59,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,81,45,22,41,13,60,40,13,5,2,59,13,37,22,22,21,13,22,38,13,47,63,61,37,59,41,23,13,60,23,13,60,5,13,24,41,60,5,15,57,30,2,59,40,13,5,2,59,13,61,58,40,13,1,60,59,23,15,13,3,59,5,13,5,2,59,13,60,40,2,59,41,60,5,58,40,19,59,57,7,59
27,23,19,59,40,1,13,63,40,5,22,13,5,2,59,13,1,58,63,20,2,5,59,41,53,13,26,41,58,19,60,22,63,23,13,3,22,41,1,15,57,29,5,58,40,1,13,38,22,41,13,64,22,63,41,13,22,24,40,15,13,63,40,24,60,40,1,13,64,22,63,41,13,37,3,22,22,1,64,13,38,3
28,58,20,15,57,9,22,22,21,13,37,58,19,21,13,60,40,5,22,13,64,22,63,41,13,61,60,20,2,5,64,13,58,40,19,59,23,5,22,41,23,53,57,26,22,15,13,61,64,13,1,41,59,58,1,13,3,22,41,1,15,13,5,22,13,64,22,63,41,13,20,41,59,58,5,76,20,41,58,40,1,23
29,60,41,59,32,23,13,5,22,61,37,15,57,45,41,22,61,13,24,2,22,61,13,64,22,63,13,19,3,58,60,61,35,13,60,40,42,22,21,59,13,2,60,23,13,24,58,41,3,60,21,59,13,23,4,60,41,60,5,15,57,65,40,1,13,64,22,63,41,13,20,41,59,58,5,76,63,40,19,3,59,32
30,23,15,13,66,1,24,58,41,1,13,5,2,59,13,44,3,58,19,21,13,10,41,60,40,19,59,15,57,30,2,22,13,22,40,13,5,2,59,13,45,41,59,40,19,2,13,20,41,22,63,40,1,13,4,3,58,64,32,1,13,58,13,5,41,58,20,59,1,64,15,57,68,58,21,60,40,20,13,1,59,38
31,59,58,5,13,22,40,13,5,2,59,13,38,63,40,13,4,22,24,59,41,13,22,38,13,45,41,58,40,19,59,15,57,30,2,60,3,59,23,13,2,60,23,13,61,22,23,5,13,61,60,20,2,5,64,13,38,58,5,2,59,41,13,22,40,13,58,13,2,60,3,3,57,29,5,22,22,1,13,23,61,60
32,3,60,40,20,13,5,22,13,37,59,2,22,3,1,13,2,60,23,13,3,60,22,40,32,23,13,24,2,59,3,4,57,45,22,41,58,20,59,13,60,40,13,37,3,22,22,1,13,22,38,13,45,41,59,40,19,2,13,40,22,37,60,3,60,5,64,53,57,28,13,40,22,37,3,59,13,66,40,20,3,60
33,23,2,15,13,5,2,58,5,13,19,22,63,3,1,13,59,40,5,59,41,5,58,60,40,57,30,60,5,2,13,2,58,3,38,13,5,2,59,60,41,13,38,22,41,19,59,23,13,5,2,59,13,38,63,3,3,13,4,41,60,1,59,13,22,38,13,45,41,58,40,19,59,15,57,65,40,1,13,3,59,5
34,13,58,40,22,5,2,59,41,13,2,58,3,38,13,23,5,58,40,1,13,3,58,63,20,2,60,40,20,13,37,64,15,57,65,3,3,13,22,63,5,13,22,38,13,24,22,41,21,13,58,40,1,13,19,22,3,1,13,38,22,41,13,58,19,5,60,22,40,73,57,28,15,13,3,59,5,13,5,2,59,60
35,41,13,37,22,1,60,59,23,13,38,22,3,3,22,24,15,13,61,64,13,1,59,58,41,13,3,60,59,20,59,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,81,29,2,58,3,3,13,37,59,13,58,13,24,58,3,3,13,23,63,38,38,60,19,60,59,40,5,13,5,22,13,1,59,38,59,40,1,57,28,63,41,13,60,40,3,58,40,1,13,38,41,22,61,13,5,2,59,13,4,60,3,38,59,41,60,40,20,13,37,22,41,1,59,41,59,41,23,53,57,29,2
37,59,13,2,58,5,2,13,37,59,59,40,13,5,2,59,40,13,61,22,41,59,13,38,59,58,41,32,1,13,5,2,58,40,13,2,58,41,61,32,1,15,13,61,64,13,3,60,59,20,59,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,81,65,40,1,13,61,58,21,59,13,64,22,63,13,3,22,40,20,13,37,59,19,22,61,59,13,60,5,73,57,11,2,59,40,13,2,59,58,41,13,61,59,15,13,20,41,58,19,60,22,63,23,13,23,22,42,59,41,59,60,20,40,15,13,58,40,1,13,64,22,63,13,4,59,59,41,23,15,82,0,0
39,81,26,60,42,59,13,63,23,13,23,22,61,59,13,20,22,3,1,15,13,20,22,22,1,13,11,60,61,22,40,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,81,8,58,23,5,13,5,2,22,63,13,61,22,41,59,36,57,30,59,3,3,15,13,61,22,41,59,13,20,22,3,1,53,13,30,2,58,5,13,5,2,59,40,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,81,11,60,61,22,40,53,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,81,47,22,15,13,65,40,5,22,40,64,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,81,65,40,1,13,5,2,58,5,13,23,2,59,13,2,58,23,13,1,60,23,19,2,58,41,20,32,1,53,13,30,2,58,5,13,5,2,22,63,13,24,22,63,3,1,23,5,13,1,22,57,67,23,13,1,22,40,59,13,63,40,5,22,13,5,2,64,13,2,58,40,1,53,13,11,2,59,13,3,58,23
44,5,13,23,2,59,13,23,4,58,21,59,57,30,58,23,13,32,65,40,5,22,40,64,73,13,61,22,23,5,13,40,22,37,3,59,13,65,40,5,22,40,64,73,32,57,11,2,59,40,13,60,40,13,5,2,59,13,61,60,1,23,5,13,58,13,5,59,58,41,60,40,20,13,20,41,22,58,40,13,1,60
45,1,13,37,41,59,58,21,57,11,2,59,13,40,58,61,59,13,22,38,13,65,40,5,22,40,64,35,13,60,5,13,24,58,23,13,1,60,42,60,1,59,1,57,44,59,5,24,59,59,40,13,2,59,41,13,2,59,58,41,5,13,58,40,1,13,3,60,4,23,53,13,29,2,59,13,41,59,40,1,32,41
46,59,1,13,3,60,38,59,15,57,11,2,64,13,40,58,61,59,13,23,22,13,37,63,41,60,59,1,13,60,40,13,2,59,41,53,57,7,59,58,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,81,68,64,13,61,60,23,5,41,59,23,23,13,3,22,42,32,1,13,5,2,59,59,15,13,58,40,1,13,2,59,41,13,38,22,41,5,63,40,59,23,13,61,60,40,20,3,59,1,57,30,60,5,2,13,5,2,60,40,59,13,59,40,5,60,41,59,3,64,53,57,7,59,58,5,2,13,22,38,13,22
48,40,59,13,4,59,41,23,22,40,13,19,58,40,13,37,59,13,4,58,60,1,13,37,63,5,13,22,40,19,59,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,81,30,2,58,5,32,23,13,64,22,63,41,13,8,60,20,2,40,59,23,23,32,13,4,3,59,58,23,63,41,59,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,81,44,63,5,13,24,2,58,5,13,60,40,1,59,59,1,13,60,23,13,2,22,40,59,23,5,13,5,22,13,37,59,13,1,22,40,59,53,57,71,59,5,13,2,58,42,59,13,67,13,38,60,59,41,19,59,13,58,38,38,59,19,5,60,22,40,23,15,13,58,40,1,13,5,2,60,40,21,57,30,2
51,58,5,13,49,59,40,63,23,13,1,60,1,13,24,60,5,2,13,68,58,41,23,53,57,65,23,13,24,59,3,3,13,58,23,13,67,13,19,58,40,15,13,61,58,1,58,61,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,71,59,23,15,13,20,41,58,19,60,22,63,23,13,61,58,1,58,61,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,81,11,22,76,61,22,41,41,22,24,15,13,25,58,59,23,58,41,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,81,22,4,59,41,58,5,60,22,40,13,22,38,13,64,22,63,41,13,23,63,40,35,13,23,22,13,60,23,13,64,22,63,41,13,19,41,22,19,22,1,60,3,59,53,57,67,13,58,61,13,40,22,5,13,23,22,13,24,59,3,3,13,58,23,13,67,13,23,2,22,63,3,1,13,37,59,15,13,37,63
55,5,13,67,32,3,3,13,40,59,32,59,41,13,22,63,5,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81,71,22,63,41,13,20,59,40,59,41,58,3,23,13,58,38,5,59,41,53,57,11,60,3,3,13,67,13,23,2,58,3,3,13,23,59,59,13,64,22,63,13,60,40,13,64,22,63,41,13,23,22,3,1,60,59,41,32,23,13,1,41,59,23,23,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0
57,81,32,11,60,23,13,58,13,23,5,41,58,40,20,59,13,23,59,41,4,59,40,5,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,81,8,58,4,4,60,3,64,15,13,58,61,59,40,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,81,28,38,13,23,5,60,41,23,13,58,37,41,22,58,1,15,13,67,13,23,2,58,3,3,13,37,59,23,59,59,19,2,13,64,22,63,15,13,23,60,41,15,57,11,22,13,3,59,5,13,61,59,13,37,59,13,4,58,41,5,58,21,59,41,53,57,26,22,22,1,13,66,40,22,37,58,41,37,63,23
60,15,13,32,5,60,23,13,58,13,24,22,41,5,2,64,13,1,59,59,1,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,81,11,22,13,5,2,64,13,38,58,60,41,13,24,58,64,73,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,81,67,13,61,63,23,5,13,40,22,5,13,5,2,60,40,21,13,5,2,59,41,59,13,58,41,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,81,44,63,5,13,4,41,58,64,13,64,22,63,13,23,5,60,41,13,40,22,13,59,61,37,59,41,23,13,63,4,53,13,8,59,41,59,13,19,22,61,59,23,57,11,2,59,13,40,22,37,3,59,13,65,40,5,22,40,64,53,57,13,13,13,13,13,13,13,13,13,13,13,13,66,40,5,59,41,13,65
64,47,11,28,47,71,13,58,40,1,13,49,66,47,11,67,7,67,70,29,57,47,22,37,3,59,13,38,41,60,59,40,1,23,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,81,45,22,41,13,4,41,60,42,58,5,59,13,23,5,22,61,58,19,2,60,40,20,53,57,44,63,5,13,23,61,58,3,3,13,5,22,13,20,41,59,58,5,59,41,13,61,58,5,5,59,41,23,13,61,63,23,5,13,20,60,42,59,13,24,58,64,53,82,0,0,0,0,0,0,0,0,0,0,0,0
66,81,44,59,13,4,3,59,58,23,32,1,13,5,22,13,5,59,3,3,13,63,23,76,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,81,47,22,5,13,23,60,19,21,40,59,23,23,13,23,2,22,63,3,1,13,1,59,5,58,60,40,13,61,59,53,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,31,45,3,22,63,41,60,23,2,72,57,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,66,6
68,59,63,40,5,13,58,3,3,13,37,63,5,13,66,47,28,44,65,48,44,70,29,15,13,65,26,48,67,10,10,65,15,13,68,65,66,25,66,47,65,29,57,11,41,22,63,37,3,59,13,64,22,63,41,23,59,3,42,59,23,13,40,22,13,38,63,41,5,2,59,41,53,13,10,41,58,64,13,64,22,63
69,13,2,58,23,5,59,40,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,81,68,64,13,4,63,41,4,22,23,59,23,13,1,22,13,1,41,58,24,13,61,59,13,61,63,19,2,13,58,37,22,63,5,53,57,71,22,63,32,3,3,13,24,60,40,13,5,24,22,13,1,58,64,23,13,63,4,22,40,13,61,59,53,57,45,58,41,59,24,59,3,3,53,13,13,13,13,13,13,13
71,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,66,6,59,63,40,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,81,28,38,13,63,23,13,61,63,23,5,13,10,22,61,4,59,64,13,4,41,59,23,59,40,5,3,64,13,37,59,13,23,22,63,20,2,5,15,57,28,41,13,59,3,23,59,13,2,59,13,23,59,59,21,23,13,22,63,5,13,63,23,53,57,47,22,37,3,59,13,65,40,5,22,40,64,15,82,0,0
73,81,71,22,63,41,13,23,4,59,59,19,2,13,60,23,13,4,58,23,23,60,22,40,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,81,30,22,41,5,2,60,3,64,13,23,4,22,21,59,40,15,13,68,58,59,19,59,40,58,23,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,81,30,2,60,19,2,13,24,60,3,3,13,37,59,19,22,61,59,13,64,22,63,13,37,22,5,2,15,13,38,58,41,59,24,59,3,3,53,57,71,22,63,41,13,24,58,64,13,60,23,13,23,2,22,41,5,59,41,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81,65,40,1,13,23,2,58,3,3,13,37,59,19,22,61,59,13,64,22,63,13,24,59,3,3,15,13,5,22,13,59,40,5,41,59,58,5,13,64,22,63,41,13,19,58,4,5,58,60,40,57,11,22,13,23,22,38,5,13,58,40,1,13,20,59,40,5,3,59,13,23,4,59,59,19,2,53,57,32,11
77,60,23,13,40,22,5,13,58,13,5,60,61,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,81,67,13,23,2,58,3,3,13,37,59,13,38,63,41,40,60,23,2,32,1,13,5,22,13,60,40,38,22,41,61,13,64,22,63,13,41,60,20,2,5,3,64,57,44,22,5,2,13,24,2,58,5,13,37,64,13,23,59,58,13,58,40,1,13,3,58,40,1,13,67,13,19,58,40,13,37,59,13,58,37
79,3,59,57,11,22,13,38,41,22,40,5,13,5,2,60,23,13,4,41,59,23,59,40,5,13,5,60,61,59,53,57,45,58,41,59,24,59,3,3,15,13,61,64,13,3,22,41,1,53,13,30,2,58,5,13,64,22,63,13,23,2,58,3,3,13,21,40,22,24,13,61,59,58,40,5,60,61,59,82,0,0
80,81,32,11,60,23,13,40,22,37,3,59,13,23,4,22,21,59,40,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,71,22,63,41,13,23,59,41,4,59,40,5,13,22,38,13,66,20,64,4,5,13,60,23,13,37,41,59,1,13,40,22,24,13,22,38,13,64,22,63,41,13,61,63,1,13,37,64,13,5,2,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
